"time","link","text","comments","likes","shares"
"2022-11-30T11:13:31.000Z",,"#SztukawSkarpetkach 🧦 wyniki konkursu!

Gratka dla miłośników „Niesamowitych przygód dziesięciu skarpetek”. Z okazji wydania piątej części serii, w której dowiecie się, co łączy skarpetki z naszym Muzeum, zaprosiliśmy Was do udziału w konkursie. 

Dziękujemy wszystkim uczestnikom, którzy przysłali prace zainspirowane serią książek Justyny Bednarek oraz dziełami z naszej  kolekcji. Prezentujemy dziś pięć zwycięskich projektów, których autorami są:

🥇 Adam, lat 9
🥇 Franek, lat 5
🥇 Janek, lat 8
🥇 Julia, lat 11
🥇 puzzlowelove  
 
Gratulujemy zwycięzcom, do których powędruje egzemplarz „Sekretnej historii ludz… skarpetek"". Książkę znajdziecie też w naszej księgarni.",,"49","10"
"2022-11-29T21:52:22.000Z",,"🌫 Dzisiaj odbył się pierwszy seans z cyklu KINO PÓŁNOCY towarzyszącego wystawie Przesilenie. Malarstwo Północy 1880–1910. Dziękujemy, że byliście z nami!

Jeśli nie zdążyliście obejrzeć przedpremierowego pokazu filmu „Godland"" w reżyserii Hlynura Pálmasona, macie jeszcze szansę w najbliższy piątek o 20:00. 

📆 KINO PÓŁNOCY | Nowe Horyzonty x MNW | „Godland”

___

Cykl jest realizowany we współpracy ze Stowarzyszeniem Nowe Horyzonty.","2","51","0"
"2022-11-29T16:44:14.000Z","https://tiny.pl/wdzmz","W nocy z 29 na 30 listopada 1830 roku wybuchło powstanie listopadowe. 

Wydarzenia w Polsce wzbudziły zainteresowanie za granicą, m.in. wśród francuskich artystów. Na tej fali powstał prezentowany tu obraz, którego autorem jest Ary Scheffer.

Alegoria upadku powstania przedstawia powaloną półnagą kobietę, zza której pleców wyłania się martwy orzeł. 
___

Ary Scheffer,  „Polonia"", 1831

Zobacz więcej obiektów związanych z powstaniem listopadowym w Cyfrowym MNW: https://tiny.pl/wdzmz","5","221","48"
"2022-11-29T12:30:13.000Z","https://cyfrowe.mnw.art.pl/","☁️ ROZPOZNAJ CHMURY ☁️

Wiecie, którego obrazu to fragment? 

Czekamy na odpowiedzi w komentarzach! W poszukiwaniach pomoże Cyfrowe MNW, gdzie naszą kolekcję można oglądać online: 🔗 https://cyfrowe.mnw.art.pl","3","10","0"
"2022-11-29T09:18:50.000Z","http://bit.ly/3VC7nxI","📅 MUZEALNY ROZKŁAD JAZDY 📅

W tym tygodniu zapraszamy na:

👉 Wtorek 29/11, 10.30 PIERWSZE KROKI W MUZEUM | Ciepłe czy zimne?

👉 Wtorek 29/11, 13.00 WYKŁADY. CZAS NA SZTUKĘ!  | Święci z Nubii

👉 Wtorek 29/11, 18.00 KURS HISTORII SZTUKI | Od piramid do street artu | Sztuka późnego średniowiecza

👉 Wtorek 29/11, 18.00 KINO PÓŁNOCY | Nowe Horyzonty x MNW | „Godland”

👉 Czwartek 1/12, 18.00 WYKŁAD CZWARTKOWY | Nad jezioro Tuusula i w lasy Karelii. Fińskie powroty z Paryża

👉 Piątek 2/12, 11.00 Mama, Tata w Muzeum | W skandynawskim stylu

👉 Piątek 2/12, 18.00 WIECZÓR W MUZEUM - MISTRZOWIE MALARSTWA | W domu Larssona 

👉 Piątek 2/12, 18.00 EMOCJE W SZTUCE W JĘZYKU POLSKIM I UKRAIŃSKIM | Miłość w sztuce

👉 Piątek 2/12, 20.00 KINO PÓŁNOCY | Nowe Horyzonty x MNW | „Godland”

👉 Sobota 3/12, 11.00 SKARPETKI W MUZEUM | Spotkanie autorskie z Justyną Bednarek i Danielem de Latourem

👉 Sobota 3/12, 14.30 Matki i córki - rzemieślniczki i przyjaciółki | Warsztat tradycji świątecznych w staropolskiej kuchni

👉 Sobota 3/12, 16.00 Oprowadzania po Galeriach Stałych MNW |  Tajemniczy świat roślin

👉Sobota 3/12, 18.30 MEDIACJE PERFORMATYWNE | Isabelle Schad &  Laurent Goldring | „Personne with voice” 

👉 Niedziela 4/12, 10.15 i 12.15 RODZINNE NIEDZIELE | Witamy na północy!

👉 Niedziela 4/12, 11.00 OPROWADZANIA W MAGAZYNACH RZEŹBY | Magazyny Rzeźby Xawerego Dunikowskiego w Królikarnia - Oddział Muzeum Narodowego w Warszawie

👉 Niedziela 4/12, 11.00 OPROWADZANIA NIEDZIELNE | „Przesilenie. Malarstwo Północy 1880 -1910” 

👉 Niedziela 4/12, 12.00 ANIMACJE w Przestrzeni Edukacyjnej | Otwarte zajęcia dla dzieci

👉 Niedziela 4/12, 16.00 OPROWADZANIA NIEDZIELNE | ""Rozważni i romantyczni. 100 lat Gabinetu Monet i Medali MNW""

___

🖼 Konrad Krzyżanowski, „Pejzaż z Finlandii”, 1908. 
Zobacz obraz w Cyfrowym MNW 🔗bit.ly/3VC7nxI",,"17","0"
"2022-11-28T22:15:02.000Z",,"⚠️ UWAGA: DWA TYGODNIE DO KOŃCA WYSTAWY ⚠️

Na ekspozycji Rozważni i romantyczni. 100 lat Gabinetu Monet i Medali Muzeum Narodowego w Warszawie możecie zobaczyć nie tylko przykłady monet antycznych czy polskich. Bogata kolekcja Gabinetu obejmuje 2500 lat historii i 6 kontynentów! Wśród najbardziej nietypowych przykładów można znaleźć melanezyjski naszyjnik z muszelek, dziewiętnastowieczne monety Królestwa Hawajów czy widoczny na ilustracji pieniądz-nóż, powstały w starożytnym chińskim Królestwie Qi u schyłku Okresu Walczących Królestw. 

⏰ Zapraszamy od wtorku do niedzieli w godzinach 10:00 — 18:00! 

🎟 W piątki Muzeum jest czynne dłużej, a od 17:00 do 20:00 obowiązuje zniżka na bilety. 

___

Pieniądz – nóż (w stylu Ming), 284–279 p.n.e.","1","34","7"
"2022-11-28T16:24:28.000Z","https://tiny.pl/wc6jk","📽️ GODLAND | Przedpremiera w kinie MUZ 📽️

Elliott Crosset Hove za rolę w tym filmie otrzymał nominację do Europejskiej Nagrody Filmowej.

Najnowszy obraz Hlynura Pálmasona otwiera cykl Kino Północy towarzyszący wystawie Przesilenie. Malarstwo Północy 1880–1910, realizowany we współpracy ze Stowarzyszeniem Nowe Horyzonty. 

Godland został zaprezentowany w canneńskiej sekcji Un Certain Regard. Do polskich kin film wejdzie na początku przyszłego roku, a już w listopadzie możecie go zobaczyć w Kinie Muz!

KINO PÓŁNOCY | Nowe Horyzonty x MNW | „Godland”

🔗 zobacz cały repertuar Kina Północy: https://tiny.pl/wc6jk
📍 Kino MUZ, Gmach Główny MNW
🎟️ bilety bit.ly/3EVdmYW
🎟️ karnety bit.ly/3AELhTd
📅 29.11 🕒 18.00
📅 2.12 🕒 20.00",,"53","8"
"2022-11-27T09:54:32.000Z",,"WIECZÓR W MUZEUM – MISTRZOWIE MALARSTWA | W domu Larssona

„Jeśli chcecie zobaczyć dom, który tworzy wrażenie czegoś najprzytulniejszego i najbardziej osobistego przy użyciu najprostszych środków, powinniście odwiedzić dom Carla Larssona w Sundborn w Dalarnie” pisała szwedzka filozofka Ellen Key, przyjaciółka malarza. 

Carl przeprowadził się do domu w Sundborn z żoną Karin Bergöö i dziećmi w 1888 roku. Tu w praktyce realizowali nowoczesne ideały życia rodzinnego dalekie od mieszczańskich dogmatów.

Na wystawie możemy zajrzeć do domu Larssona. Widzimy Karin zajętą robótką ręczną w skromnie umeblowanym wnętrzu. Miejscem pracy artysty był cały dom wraz z ogrodem o różnych porach dnia.

Choć szczęśliwe życie rodzinne Larssona stało się symbolem nowej szwedzkiej kultury domowej, to sam artysta dorastał w bardzo ciężkich warunkach.

Jeśli chcecie dowiedzieć się więcej o Carlu Larssonie, zapraszamy na wieczór w Muzeum. O artyście opowie Magda Kucza-Kuczyńska.

📅 2.12
⌚ 18.00
🎟️ bilety dostępne od 29 listopada
___

Carl Larsson, „Oświetlone wnętrze w regionie Dalarna"", 1890, Gothenburg Museum of Art",,"341","22"
"2022-11-26T09:21:08.000Z","https://tiny.pl/wdllw","#160latMNW

„W 1927 roku położono kamień węgielny pod budowę nowego gmachu Muzeum według projektu prof. Tadeusza Tołwińskiego, do którego w 1935 roku została przeniesiona z Podwala pracownia konserwatorska kierowana przez Marconiego. Ulokowana została w II pawilonie gmachu w dwóch salach II piętra. Dzięki inicjatywie Marconiego pracownia została wyposażona w aparat Roentgena (pierwszy w Polsce przeznaczony do badań obrazów, a także pierwszy na świecie obrotowy według jego pomysłu), lampy kwarcowe analityczne z filtrem Wooda, żelazka-szpachle elektryczne z regulacją temperatury, mikroskop binokularowy pryzmatyczny z kompletem obiektywów, aparat fotograficzny nasadkowy Miflex, szlifierki elektryczne, wanny galwaniczne do złocenia i srebrzenia"".

📖 Zachęcamy do lektury artykułu „Konserwatorzy Muzeum Narodowego w Warszawie autorstwa Doroty Ignatowicz-Woźniakowskiej, Anny Bogdańskiej i Marii Kurpik: https://tiny.pl/wdllw
___

„Portret Jana III Sobieskiego, króla Polski"" w trakcie konserwacji i po jej zakończeniu, fot. Piotr Ligier",,"81","9"
"2022-11-25T13:52:38.000Z","https://tiny.pl/78kvs","💰 Zamiast wydawać pieniądze zachęcamy, by popatrzeć na nie w Muzeum!

Zapraszamy na wystawę Rozważni i romantyczni. 100 lat Gabinetu Monet i Medali Muzeum Narodowego w Warszawie.

W każdy piątek Muzeum otwarte jest do 20.00, a od 17.00 możecie skorzystać z 50% zniżki na zakup biletów. 

🎫 Bilety: https://tiny.pl/78kvs

Do zobaczenia 👋
___

Lewy górny róg: Sesterc, Republika Rzymska, 211 p.n.e.
Prawy górny róg: Dukat gdański, Gdańsk, 1672
Lewy dolny róg: Krzyż katangijski (handa), XIX – początek XX wieku, Afryka, dorzecze Kongo, Nigru
Prawy dolny róg: Banknot, 20 złotych, III Rzeczpospolita Polska, Narodowy Bank Polski","22","651","30"
"2022-11-25T11:33:43.000Z",,"2️⃣6️⃣ dni do zimowego przesilenia ❄️
Za każdym razem, kiedy zostaję sama w biurze.

W krótkie listopadowe dni szwaczka z obrazu Christiana Krohga wydaje się nam wyjątkowo bliska. Znużona pracą przy maszynie zasnęła w fotelu. Jeśli przyjrzycie się uważnie, dostrzeżecie realistycznie odmalowane szczegóły ubogiego mieszkania bohaterki: dziury w zasłonkach czy potłuczoną lampę.

Christian Krohg to swego rodzaju norweski Émile Zola. Wierzył w społeczną odpowiedzialność sztuki. W swoich dziełach malarskich i literackich starał się budzić empatię wobec ubogich.

Szwaczka, którą możecie oglądać na wystawie Przesilenie. Malarstwo Północy 1880–1910 to zapowiedź Albertine, bohaterki jego powieści oraz cyklu obrazów. Albertine była młodą, naiwną szwaczką z Kristianii, zmuszoną do prostytucji. Ten nurt w twórczości Krohga to doskonały przykład sztuki społecznie zaangażowanej.
___

Christian Krohg, „Szwaczka"", 1881, Gothenburg Museum of Art","9","264","18"
"2022-11-24T21:26:23.000Z",,"147 lat temu urodził się Xawery Dunikowski patron Muzeum Rzeźby w Królikarnia - Oddział Muzeum Narodowego w Warszawie 🥳 

O jego młodości oraz słynnych Głowach Wawelskich, które możecie oglądać w magazynach Muzeum Rzeźby, opowiada Joanna Torchała.","1","107","14"
"2022-11-23T17:36:15.000Z","https://tiny.pl/wc6jk","🎠 Przesilenie. Malarstwo Północy 1880–1910 dla dzieci 🎠

Zapraszamy najmłodszych widzów do Muzeum! Na wystawie możecie zajrzeć do domu Carla Larssona lub stworzyć własny pejzaż i zapełnić go mieszkańcami lasu.

Zachęcamy do zwiedzania z audioprzewodnikiem, który napisała dla Was Zuzanna Orlińska, a przeczytała Edyta Jungowska, z którą będziecie mogli zobaczyć się na żywo podczas spotkań czytelniczych. 

Przed wejściem na wystawę znajdziecie też druki edukacyjne wypełnione zabawami i zagadkami.

Oprócz tego jak zwykle spotykamy się na zajęciach i animacjach. 

📝 Opisy i terminy zajęć znajdziecie w programie wydarzeń: https://tiny.pl/wc6jk

🎧 Audioprzewodniki dla dzieci: https://tiny.pl/wc6j8

Do zobaczenia na wystawie!
___

Carl Larsson, „Dzieci cieśli Hellberga"", 1906, Gothenburg Museum of Art","5","216","11"
"2022-11-23T13:57:09.000Z","https://cyfrowe.mnw.art.pl/","📷 Odwiedziliśmy znajdujący się na tyłach Muzeum pawilon fotograficzny. Właśnie trwa tam digitalizacja kolekcji luksusowego szkła w ramach projektu #Hereditas. Efekty będziecie mogli zobaczyć już wkrótce w Cyfrowym MNW! 

Przeglądaj, przybliżaj i pobieraj dzieła z naszej kolekcji: 📲 https://cyfrowe.mnw.art.pl","1","67","8"
"2022-11-22T08:18:03.000Z","http://bit.ly/3GDoEmc","🗓 MUZEALNY ROZKŁAD JAZDY 🗓

W tym tygodniu zapraszamy na:

👉 Wtorek 22/11, 13.00 WYKŁADY. CZAS NA SZTUKĘ!  | Teodor Axentowicz

👉 Wtorek 22/11, 18.00 KURS HISTORII SZTUKI | Od piramid do street artu | Sztuka gotycka

👉  Środa 23/11, 15.00 AKADEMIA MISTRZÓW | warsztaty twórcze dla seniorów

👉  Środa 23/11, 15.30 SZTUKA DLA WNUKA | Smaczne kompozycje

👉 Czwartek 24/11, 16.00 JĘZYK POLSKI PRZEZ SZTUKĘ | 🇺🇦 ПОЛЬСЬКА МОВА ЧЕРЕЗ МИСТЕЦТВО | Ukryta symbolika w obrazach

👉 Czwartek 24/11, 18.00 WYKŁAD CZWARTKOWY | Północ – daleka i bliska 

👉 Piątek 25/11, 11.00  Mama, Tata w Muzeum | Piękne i praktyczne, czyli dizajn spod kobiecej ręki

👉 Piątek 25/11, 16.00 POLSKO-UKRAIŃSKIE SPOTKANIA ZE SZTUKĄ |  🇺🇦 ПОЛЬСЬКО-УКРАЇНСЬКІ ЗУСТРІЧІ З МИСТЕЦТВОМ | O czym mówią obrazy?

👉 Piątek 25/11, 16.00 POLSKO-UKRAIŃSKIE SPOTKANIA ZE SZTUKĄ |  🇺🇦 ПОЛЬСЬКО-УКРАЇНСЬКІ ЗУСТРІЧІ З МИСТЕ | Artysta i jego miejsce w społeczeństwie

👉 Piątek 25/11, 18.00 OPROWADZANIA Z AUDIODESKRYPCJĄ | Portrety miast: Zakopane

👉 Piątek 25/11, 18.00 EMOCJE W SZTUCE W JĘZYKU POLSKIM I UKRAIŃSKIM | Radość i smutek

👉 Sobota 26/11, 11.00 SPOTKANIE Z OBIEKTEM. TRENING UWAŻNOŚCI | Cukiernica KULA Julii Keilowej 

👉 Sobota 26/11, 14.30 Matki i córki - rzemieślniczki i przyjaciółki | Warsztat świecownika

👉 Sobota 26/11, 16.00 Oprowadzania po Galeriach Stałych MNW | Piękne i praktyczne – Galeria Wzornictwa Polskiego

👉 Niedziela 27/11, 10.15 i 12.15 RODZINNE NIEDZIELE | W pracowni animalisty

👉 Niedziela 27/11, 12.00 ANIMACJE w Przestrzeni Edukacyjnej

👉 Niedziela 27/11, 11.00 i 13.00 OPROWADZANIA NIEDZIELNE | „Przesilenie. Malarstwo Północy 1880 -1910”

👉 Niedziela 27/11, 16.00 OPROWADZANIA NIEDZIELNE | ""Rozważni i romantyczni. 100 lat Gabinetu Monet i Medali MNW""

👉 Niedziela 27/11, 18.15 OPROWADZANIA KURATORSKIE | „Przesilenie. Malarstwo Północy 1880 -1910”

___
Julius Scholtz, ""Chory chłopiec siedzący na fotelu, spoglądający na niemowlę w koszyku"", 1859. 
Zobacz obiekt w Cyfrowym MNW 🔗 bit.ly/3GDoEmc","1","40","2"
"2022-11-21T16:01:27.000Z","https://tiny.pl/wc6jk","🌫️ Weekend otwarcia wystawy Przesilenie. Malarstwo Północy 1880–1910 za nami! Była okazja, by porozmawiać o sztuce nordyckiej i posłuchać niezwykłej muzyki Sofie Birch i Antoniny Nowackiej.

W piątek spotkaliśmy się w Kinie Muz podczas debaty „Podróż na Północ. Wprowadzenie do świata malarstwa nordyckiego"". W spotkaniu wzięli udział:

Anna-Maria von Bonsdorff, główna kuratorka, Muzeum Sztuki Ateneum, Fińska Galeria Narodowa (Ateneum Art Museum, Finnish National Gallery)
Gertrud Oelsner, dyrektorka Kolekcji Hirschsprunga w Kopenhadze (Den Hirschprungske Samling)
Patrick Steorn, dyrektor Muzeum Sztuki w Göteborgu (Göteborgs konstmuseum)
Øystein Ustvedt, kurator, Muzeum Narodowe w Oslo (Nasjonalmuseet)
Agnieszka Bagińska i Wojciech Głowacki, kuratorzy wystawy „Przesilenie”
 Agnieszka Drotkiewicz, kulturoznawczyni, pisarka i dziennikarka.

🌫️ W sobotni wieczór Muzeum zmieniło się nie do poznania. Na tle fantazyjnej, inspirowanej malarstwem nordyckim, scenografii wystąpiły duńska kompozytorka Sofie Birch i polska eksperymentalna wokalistka Antonina Nowacka. 

To oczywiście dopiero początek wystawy. Zachęcamy do śledzenia wydarzeń towarzyszących: https://tiny.pl/wc6jk","2","177","3"
"2022-11-19T16:12:40.000Z",,"❄️ Śnieg z Północy ❄️
___

Victor Westerholm, ""Polowanie na foki"", 1900, Gösta Serlachius Fine Arts Foundation

📍 Obraz możecie zobaczyć na wystawie Przesilenie. Malarstwo Północy 1880–1910","3","273","15"
"2022-11-19T11:32:03.000Z","https://tiny.pl/wc6jk","🌫️ Wykłady, oprowadzania, cykl filmowy, spotkania z pisarzami i podróżnikami – to tylko część bogatego programu towarzyszącego wystawie ""Przesilenie. Malarstwo Północy 1880-1910"".
O nadchodzących wydarzeniach opowiadają Marta Kochlewska z Działu Edukacji i Alicja Latkowska z Działu Projektów Kulturalnych.

📝 Cały program znajdziecie na naszej stronie: https://tiny.pl/wc6jk

🎧 Audioprzewodniki dla dorosłych i dla dzieci: https://tiny.pl/wc6j8

Do zobaczenia na wystawie!","10","202","25"
"2022-11-24T17:21:10.000Z",,"Zapraszamy na wykład kuratorów wystawy ""Przesilenie. Malarstwo Północy 1880-1910"".","23","50","8"
"2022-11-24T14:50:46.000Z","https://tiny.pl/wdfj5","❄️ Kiedy zimno na dworze, ogrzej się w Muzeum ❄️

My polecamy oczywiście Przesilenie. Malarstwo Północy 1880–1910! Dziś o 18.00 w sali kinowej możecie posłuchać wykładu  kuratorów wystawy.

🎟️ Wejściówki: https://tiny.pl/wdfj5

W niedzielę zapraszamy najmłodszych widzów między 12.00 a 16.30 na animacje dla dzieci w przestrzeni edukacyjnej na I piętrze. Będziemy robić plecione serduszka – tradycyjne duńskie ozdoby na choinkę 🎄 

Zapraszamy!","5","181","10"
"2022-11-24T13:03:25.000Z","http://bit.ly/3EVdmYW","🎥 PRZEDPREMIEROWY pokaz filmu „Godland” 🎥

W Muzeum trwa wystawa Przesilenie. Malarstwo Północy 1880–1910, której towarzyszy cykl filmowy „Kino Północy"" realizowany we współpracy ze Stowarzyszeniem Nowe Horyzonty.

„Epickie, spektakularne, wizjonerskie kino drogi, przepięknie sfotografowane i pełne humoru. Oszałamiająca Islandia jako kraj Boga i cierpiącego człowieka"" – tak o filmie „Godland” mówi kurator cyklu Marcin Pieńkowski Dyrektor Festiwalu Nowe Horyzonty.

„Godland"" będzie miał premierę w polskich kinach 13 stycznia 2023 roku. W Kinie Muz możecie zobaczyć go jeszcze w listopadzie!

Umiejscowiony u schyłku XIX wieku scenariusz odwołuje się do zależności łączących Islandię i Danię, ale skomplikowane relacje władzy i poddaństwa, jakie kreśli reżyser, wykraczają poza ramy historycznych rozliczeń i religijnych hierarchii. 

Przez zimne strumienie, nagie skały i szmaragdowe mchy zmierza ku nowej parafii luterański ksiądz Lucas (Elliott Crosset Hove). Młodemu Duńczykowi towarzyszy lokalny przewodnik i bajarz Ragnar (Ingvar Sigurðsson). Od początku ich relacja pełna jest napięć, bowiem kapłan ma misję i pasję kolonizatora, którym starzec uparcie się przeciwstawia.  

KINO PÓŁNOCY | Nowe Horyzonty x MNW | „Godland”

❗POKAZ PRZEDPREMIEROWY (dystrybucja: Nowe Horyzonty)
📍 Kino MUZ, Gmach Główny MNW
🎟️ bilety bit.ly/3EVdmYW
🎟️ karnety bit.ly/3AELhTd

📅 29.11 🕒 18.00
📅 2.12 🕒 20.00","14","440","25"
"2022-11-18T14:50:30.000Z","https://tiny.pl/78kvs","Agnieszka Bagińska i Wojciech Głowacki zapraszają na wystawę Przesilenie. Malarstwo Północy 1880–1910

📅 Zapraszamy do Muzeum Narodowego w Warszawie od 18 listopada 2022 roku do 5 marca 2023.

🎫 Bilety: https://tiny.pl/78kvs","7","763","89"
"2022-11-17T23:25:44.000Z",,"🌫 Fotorelacja z otwarcia wystawy Przesilenie. Malarstwo Północy 1880–1910

Zapraszamy już jutro od 10:00!","1","252","11"
"2022-11-17T11:48:59.000Z","https://tiny.pl/wc4wn","🌫️ Już wszystko gotowe! Widzimy się jutro na wystawie Przesilenie. Malarstwo Północy 1880–1910 🌫️ 

Pierwsze OPROWADZANIA NIEDZIELNE | „Przesilenie. Malarstwo Północy 1880 -1910” odbędą się w najbliższy weekend o 11.00 i 13.00.

🎫 Nie zapomnijcie zamówić biletów: https://tiny.pl/wc4wn
___

Fot. Bartosz Bajerski","4","271","7"
"2022-11-16T16:04:48.000Z",,"Fotorelacja z konferencji poświęconej otwarciu wystawy Przesilenie. Malarstwo Północy 1880–1910.

Na wystawę zapraszamy od 18 listopada.
___

Fot. Bartosz Bajerski",,"218","7"
"2022-11-16T12:01:35.000Z",,"🌫 Zapraszamy na konferencję prasową zapowiadającą otwarcie wystawy „Przesilenie. Malarstwo Północy 1880–1910""!
To pierwsza w Europie Środkowo-Wschodniej przekrojowa prezentacja twórczości artystów i artystek ze Szwecji, Danii, Norwegii, Finlandii i Islandii. Wśród pokazywanych prac znajdzie się m.in. obraz „Melancholia"" Edvarda Muncha.
W siedmiu salach znajdzie się 105 dzieł, które przyjadą do MNW z 22 muzeów i galerii w Szwecji, Norwegii, Danii, Finlandii i Islandii. Poza wspomnianym obrazem Edvarda Muncha na wystawie będzie można poznać prace takich artystów i artystek jak Anna Ancher, Michael Ancher, Nicolai Astrup, Richard Bergh, Akseli Gallen-Kallela, Pekka Halonen, Vilhelm Hammershøi, Hanna Hirsch-Pauli, Marie Krøyer, Peder Severin Krøyer, Carl Larsson, Erik Werenskiold, Anders Zorn.
Emocjonalny wymiar malarstwa oraz relacja człowieka z przyrodą to główne wątki ekspozycji. Narracja wystawy będzie skoncentrowana wokół tematów charakterystycznych dla sztuki Północy, takich jak przyroda, dom i rodzina, mity i legendy, ludowość, pejzaż nastrojowy oraz psychika człowieka. Poruszone zostaną dwa zagadnienia z pogranicza kultury artystycznej i życia społecznego: działalność malarek oraz kolonii artystów w Skagen.
Sztuka krajów Północy z przełomu XIX i XX wieku cieszy się popularnością wśród odbiorców i uznaniem krytyków na całym świecie. Dzięki wystawom zorganizowanym w Skandynawii, Europie Zachodniej i w USA publiczność mogła się przekonać o najwyższym poziomie artystycznym malarstwa nordyckiego i jego wyjątkowości na tle europejskim. Dzieła z tego regionu można znaleźć w kolekcjach najważniejszych muzeów na świecie. Wystawa w Muzeum Narodowym w Warszawie przybliży to wyjątkowe malarstwo polskiej publiczności.
🌫️ Wystawie będzie towarzyszyć bogaty program wydarzeń dotyczących kultury krajów Europy Północnej, tamtejszego designu, relacji człowiek–natura, koncepcji życia i wychowania, sposobu malowania obrazów, w tym oddawania kolorów i gry światła. Program jest przygotowany z myślą o młodzieży, rodzinach, dorosłych, seniorach oraz osobach z niepełnosprawnościami. Zostanie wydany ilustrowany katalog, który będzie pierwszą w Polsce publikacją na temat sztuki nordyckiej.
👤 Kuratorzy: Agnieszka Bagińska, Wojciech Głowacki
👥 Instytucja partnerska:
Gothenburg Museum of Art
👥 Patronaty honorowe:
Ambasada Królestwa Danii w Warszawie, Ambasada Finlandii w Warszawie, Ambasada Królestwa Norwegii w Warszawie, Ambasada Królestwa Szwecji w Warszawie, Konsulat Honorowy Republiki Islandii w Warszawie
👥 Dofinansowano ze środków Ministerstwa Kultury i Dziedzictwa Narodowego
👥 Partner strategiczny wystawy: Fundusze Norweskie i EOG w Polsce oraz Ministerstwo Funduszy i Polityki Regionalnej
👥 Partner wystawy:
PGE Polska Grupa Energetyczna
👥 Mecenas Muzeum:
PKN Orlen
👥 Partner Strategiczny Muzeum:
PZU
👥 Partnerzy Muzeum:
Totalizator Sportowy
PKP Intercity
👥 Współpraca:
AkzoNobel, Stowarzyszenie Nowe Horyzonty
👥 Patroni medialni:
Onet, TVP Kultura, Zwierciadło, Sens, ChilliZet","7","36","8"
"2022-11-16T11:02:46.000Z","https://tiny.pl/78kvs","🌫️ Zapraszamy na wystawę Przesilenie. Malarstwo Północy 1880–1910  🌫️

To pierwsza w Europie Środkowo-Wschodniej przekrojowa prezentacja sztuki ze Szwecji, Danii, Norwegii, Finlandii oraz Islandii. 

Zobaczycie prace takich artystów i artystek, jak: Edvard Munch, Anna Ancher, Michael Ancher, Nicolai Astrup, Richard Bergh, Akseli Gallen-Kallela, Pekka Halonen, Vilhelm Hammershøi, Hanna Hirsch-Pauli, Marie Krøyer, Peder Severin Krøyer, Carl Larsson, Erik Werenskiold, Anders Zorn.

📅 Zapraszamy do Muzeum Narodowego w Warszawie od 18 listopada 2022 roku do 5 marca 2023.

🎫 Bilety: https://tiny.pl/78kvs","57","706","120"
