"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","-"
Item,Frequency,Relative frequency,DOCF,Relative DOCF
"tuszyński",3,5.79790,1,0.54054
"moskiewski",3,5.79790,1,0.54054
"takowy",3,5.79790,1,0.54054
"mniejszościowy",3,5.79790,3,1.62162
"taśmowy",3,5.79790,2,1.08108
"motywacyjny",3,5.79790,1,0.54054
"tatrzański",3,5.79790,1,0.54054
"uchwytny",3,5.79790,2,1.08108
"frontowy",3,5.79790,2,1.08108
"teraźniejszy",3,5.79790,3,1.62162
"męski",3,5.79790,3,1.62162
"młodopolski",3,5.79790,2,1.08108
"topografie",3,5.79790,1,0.54054
"godka",3,5.79790,1,0.54054
"badanie2014archiwspoleczne",3,5.79790,1,0.54054
"nadmierny",3,5.79790,2,1.08108
"treściowy",3,5.79790,3,1.62162
"transparentny",3,5.79790,2,1.08108
"trybunalski",3,5.79790,1,0.54054
"trzydziesty",3,5.79790,1,0.54054
"niebieski",3,5.79790,3,1.62162
"filialny",3,5.79790,1,0.54054
"adh",3,5.79790,1,0.54054
"ukrainoznawczych",3,5.79790,1,0.54054
"umiejętny",3,5.79790,2,1.08108
"nazistowski",3,5.79790,3,1.62162
"nazwiskowy",3,5.79790,1,0.54054
"wieluński",3,5.79790,1,0.54054
"niejawny",3,5.79790,2,1.08108
"gospodarski",3,5.79790,2,1.08108
"nej",3,5.79790,1,0.54054
"niekonwencjonalny",3,5.79790,3,1.62162
"ngo",3,5.79790,2,1.08108
"uważny",3,5.79790,3,1.62162
"niearchiwalny",3,5.79790,2,1.08108
"uśpiona",3,5.79790,1,0.54054
"wszechstronny",3,5.79790,3,1.62162
"wdzięczny",3,5.79790,3,1.62162
"gratulacyjny",3,5.79790,1,0.54054
"niedługi",3,5.79790,3,1.62162
"wielkanocny",3,5.79790,2,1.08108
"gruby",3,5.79790,2,1.08108
"wewnątrzpartyjny",3,5.79790,1,0.54054
"gruntowny",3,5.79790,2,1.08108
"heraldyczny",3,5.79790,1,0.54054
"wielopoziomowy",3,5.79790,3,1.62162
"wilgotny",3,5.79790,3,1.62162
"niekorzystny",3,5.79790,2,1.08108
"wnikliwy",3,5.79790,2,1.08108
"nieprzydatny",3,5.79790,1,0.54054
"wskazany",3,5.79790,3,1.62162
"nieodległy",3,5.79790,2,1.08108
"głodny",3,5.79790,2,1.08108
"nieodłączny",3,5.79790,1,0.54054
"nieoficjalny",3,5.79790,3,1.62162
"nieograniczony",3,5.79790,2,1.08108
"nieokreślony",3,5.79790,2,1.08108
"czeski",3,5.79790,3,1.62162
"wykluczony",3,5.79790,3,1.62162
"niepełny",3,5.79790,2,1.08108
"czterdziesty",3,5.79790,1,0.54054
"niewerbalny",3,5.79790,3,1.62162
"wytwórczy",3,5.79790,3,1.62162
"niepożądany",3,5.79790,2,1.08108
"zbywalny",3,5.79790,2,1.08108
"nieprofesjonalny",3,5.79790,2,1.08108
"wyczerpujący",3,5.79790,2,1.08108
"hrubieszowski",3,5.79790,1,0.54054
"włoski",3,5.79790,2,1.08108
"nierozłączny",3,5.79790,3,1.62162
"bezimienny",3,5.79790,3,1.62162
"ych",3,5.79790,1,0.54054
"znamienny",3,5.79790,2,1.08108
"holandii",3,5.79790,3,1.62162
"zainteresowany",3,5.79790,2,1.08108
"zakonny",3,5.79790,3,1.62162
"nietrwały",3,5.79790,2,1.08108
"nominalny",3,5.79790,2,1.08108
"łaski",3,5.79790,1,0.54054
"łazienkowski",3,5.79790,2,1.08108
"delficki",3,5.79790,1,0.54054
"zasadny",3,5.79790,1,0.54054
"zasłużony",3,5.79790,3,1.62162
"immanentny",3,5.79790,3,1.62162
"nych",3,5.79790,2,1.08108
"oazowy",3,5.79790,1,0.54054
"niewygodny",3,5.79790,2,1.08108
"bezprawny",3,5.79790,2,1.08108
"holistyczny",3,5.79790,1,0.54054
"zdrowotny",3,5.79790,2,1.08108
"niezainteresowany",3,5.79790,2,1.08108
"obronny",3,5.79790,3,1.62162
"nieostry",3,5.79790,2,1.08108
"zgromadzony",3,5.79790,2,1.08108
"zgłoszeniowy",3,5.79790,3,1.62162
"zakończony",3,5.79790,3,1.62162
"ziemski",3,5.79790,2,1.08108
"niezliczony",3,5.79790,3,1.62162
"inkluzywny",3,5.79790,1,0.54054
"hğqhm",3,5.79790,1,0.54054
"instruktażowy",3,5.79790,2,1.08108
"zwarty",3,5.79790,3,1.62162
"identyczny",3,5.79790,2,1.08108
"złoty",3,5.79790,3,1.62162
"selektywny",3,5.79790,3,1.62162
"interpersonalny",3,5.79790,2,1.08108
"norek-skrycka",3,5.79790,3,1.62162
"interpretatywne",3,5.79790,1,0.54054
"olbrzymi",3,5.79790,2,1.08108
"dobroczynny",3,5.79790,3,1.62162
"środkowo-wschodniej",3,5.79790,3,1.62162
"nowozelandzki",3,5.79790,1,0.54054
"operacyjny",3,5.79790,3,1.62162
"nożny",3,5.79790,2,1.08108
"istny",3,5.79790,2,1.08108
"decydujący",3,5.79790,1,0.54054
"nowatorski",3,5.79790,3,1.62162
"obcojęzyczny",3,5.79790,2,1.08108
"oral",3,5.79790,2,1.08108
"żeński",3,5.79790,3,1.62162
"indukcyjny",3,5.79790,2,1.08108
"ziętal",3,5.79790,2,1.08108
"osi",3,5.79790,3,1.62162
"obliczeniowy",3,5.79790,2,1.08108
"obligatoryjny",3,5.79790,2,1.08108
"общественных",3,5.79790,1,0.54054
"dojazdowy",3,5.79790,1,0.54054
"ostrożny",2,3.86526,2,1.08108
"doktorancki",2,3.86526,2,1.08108
"ilustrowany",2,3.86526,2,1.08108
"panoramiczny",2,3.86526,2,1.08108
"jednorodny",2,3.86526,2,1.08108
"kaflowy",2,3.86526,1,0.54054
"oszukany",2,3.86526,1,0.54054
"janowiecki",2,3.86526,1,0.54054
"kanadyjski",2,3.86526,2,1.08108
"jednorazowy",2,3.86526,1,0.54054
"paramilitarny",2,3.86526,2,1.08108
"kanoniczny",2,3.86526,1,0.54054
"pięciominutowy",2,3.86526,2,1.08108
"paradoksalny",2,3.86526,1,0.54054
"parcelacyjny",2,3.86526,1,0.54054
"piętnastodniowy",2,3.86526,1,0.54054
"pasjonujący",2,3.86526,2,1.08108
"peryferyjny",2,3.86526,2,1.08108
"dolnomiejskich",2,3.86526,1,0.54054
"pieczętny",2,3.86526,1,0.54054
"big-beatowa",2,3.86526,1,0.54054
"podmiejski",2,3.86526,1,0.54054
"dolnomiejskimi",2,3.86526,1,0.54054
"podrzędny",2,3.86526,1,0.54054
"podmurnej",2,3.86526,2,1.08108
"pojemny",2,3.86526,2,1.08108
"karpacki",2,3.86526,2,1.08108
"planistyczny",2,3.86526,2,1.08108
"archiwotwórcze",2,3.86526,1,0.54054
"podejrzany",2,3.86526,1,0.54054
"podeszły",2,3.86526,1,0.54054
"kategoryzacyjny",2,3.86526,1,0.54054
"polsko-niemieckie",2,3.86526,1,0.54054
"podróżniczy",2,3.86526,2,1.08108
"antystatyczny",2,3.86526,1,0.54054
"podręczny",2,3.86526,2,1.08108
"podwarszawski",2,3.86526,2,1.08108
"polskojęzyczny",2,3.86526,2,1.08108
"biurokratyczny",2,3.86526,2,1.08108
"poglądowy",2,3.86526,2,1.08108
"dowskich",2,3.86526,1,0.54054
"pokoleniowy",2,3.86526,2,1.08108
"popkulturowy",2,3.86526,1,0.54054
"popołudniowy",2,3.86526,2,1.08108
"born-digital",2,3.86526,2,1.08108
"duchowy",2,3.86526,2,1.08108
"kolorystyczny",2,3.86526,2,1.08108
"popularyzacyjny",2,3.86526,2,1.08108
"boryszewski",2,3.86526,1,0.54054
"kilkuosobowy",2,3.86526,1,0.54054
"kilkustronicowy",2,3.86526,2,1.08108
"klarowny",2,3.86526,2,1.08108
"klasowy",2,3.86526,1,0.54054
"boczny",2,3.86526,2,1.08108
"dworcowy",2,3.86526,2,1.08108
"polsko-niemieckich",2,3.86526,2,1.08108
"polsko-sowieckich",2,3.86526,1,0.54054
"polsko-ukraiński",2,3.86526,2,1.08108
"komunijny",2,3.86526,2,1.08108
"powolny",2,3.86526,2,1.08108
"branżowy",2,3.86526,2,1.08108
"powtórny",2,3.86526,2,1.08108
"powszedni",2,3.86526,2,1.08108
"polsko-ukraińskiej",2,3.86526,1,0.54054
"dwudziesty",2,3.86526,1,0.54054
"bratni",2,3.86526,2,1.08108
"polsko-żydowską",2,3.86526,1,0.54054
"pomarańczowy",2,3.86526,2,1.08108
"pomnikowy",2,3.86526,2,1.08108
"ponadpodstawowy",2,3.86526,2,1.08108
"pozyskane",2,3.86526,2,1.08108
"konsekwentny",2,3.86526,1,0.54054
"portowy",2,3.86526,1,0.54054
"pożarniczy",2,3.86526,2,1.08108
"pracowniczy",2,3.86526,1,0.54054
"kompromitujący",2,3.86526,1,0.54054
"administracyjno-gospodarcze",2,3.86526,1,0.54054
"kolegiacki",2,3.86526,1,0.54054
"porównywalny",2,3.86526,2,1.08108
"preindustrialny",2,3.86526,1,0.54054
"kooperatywny",2,3.86526,1,0.54054
"kopii",2,3.86526,1,0.54054
"procentowy",2,3.86526,2,1.08108
"poz.",2,3.86526,1,0.54054
"koncepcyjny",2,3.86526,2,1.08108
"pozaaktowej",2,3.86526,2,1.08108
"prof.",2,3.86526,2,1.08108
"pozaarchiwalnego",2,3.86526,1,0.54054
"pozainstytucjonalny",2,3.86526,1,0.54054
"konceptualny",2,3.86526,1,0.54054
"protokoły",2,3.86526,2,1.08108
"pozytywistyczny",2,3.86526,1,0.54054
"pożegnalny",2,3.86526,1,0.54054
"krajoznawczy",2,3.86526,2,1.08108
"przedszkolny",2,3.86526,1,0.54054
"dziesięcioletni",2,3.86526,2,1.08108
"krnąbrny",2,3.86526,2,1.08108
"dyr.",2,3.86526,1,0.54054
"kontrowersyjny",2,3.86526,2,1.08108
"dziewczęcy",2,3.86526,2,1.08108
"kryminalny",2,3.86526,2,1.08108
"konwersatoryjny",2,3.86526,2,1.08108
"kryzysowy",2,3.86526,1,0.54054
"kosmiczny",2,3.86526,2,1.08108
"pokonferencyjne",2,3.86526,2,1.08108
"dzdfnlhm",2,3.86526,1,0.54054
"którykolwiek",2,3.86526,2,1.08108
"prospołeczny",2,3.86526,2,1.08108
"przyrodniczy",2,3.86526,1,0.54054
"proseminaryjny",2,3.86526,1,0.54054
"prowa",2,3.86526,1,0.54054
"proweniencyjny",2,3.86526,2,1.08108
"przebitkowy",2,3.86526,2,1.08108
"brętowski",2,3.86526,1,0.54054
"przeciwpożarowy",2,3.86526,2,1.08108
"przedkrytycznej",2,3.86526,1,0.54054
"przedrozbiorowy",2,3.86526,1,0.54054
"błogosławiony",2,3.86526,1,0.54054
"przemyślana",2,3.86526,2,1.08108
"dziesiętny",2,3.86526,1,0.54054
"przepastny",2,3.86526,2,1.08108
"przepiękny",2,3.86526,2,1.08108
"racjonalny",2,3.86526,1,0.54054
"aseksualny",2,3.86526,1,0.54054
"przestarzały",2,3.86526,2,1.08108
"radosny",2,3.86526,2,1.08108
"ratunkowy",2,3.86526,1,0.54054
"przelotowy",2,3.86526,2,1.08108
"bydgoski",2,3.86526,1,0.54054
"realizowany",2,3.86526,2,1.08108
"przybliżony",2,3.86526,2,1.08108
"krótkotrwały",2,3.86526,1,0.54054
"całościowy",2,3.86526,2,1.08108
"książęcy",2,3.86526,2,1.08108
"audio-wizualna",2,3.86526,1,0.54054
"rejestracyjny",2,3.86526,1,0.54054
"całożyciowy",2,3.86526,1,0.54054
"efemerydalny",2,3.86526,2,1.08108
"psychiczny",2,3.86526,1,0.54054
"psychologiczny",2,3.86526,1,0.54054
"pt.",2,3.86526,2,1.08108
"publikacyjny",2,3.86526,1,0.54054
"lewicowy",2,3.86526,1,0.54054
"rodo",2,3.86526,1,0.54054
"ekspertka",2,3.86526,1,0.54054
"ekspercki",2,3.86526,2,1.08108
"prymarny",2,3.86526,2,1.08108
"rosnący",2,3.86526,1,0.54054
"kujawsko-pomorskiego",2,3.86526,1,0.54054
"eksplanacyjny",2,3.86526,1,0.54054
"półprzewodnikowy",2,3.86526,1,0.54054
"późn.",2,3.86526,1,0.54054
"kuratorski",2,3.86526,2,1.08108
"e-mailowy",2,3.86526,1,0.54054
"carski",2,3.86526,2,1.08108
"radomsko-kielecki",2,3.86526,2,1.08108
"elektryczny",2,3.86526,1,0.54054
"liturgiczno-pastoralne",2,3.86526,1,0.54054
"lnych",2,3.86526,1,0.54054
"lakoniczny",2,3.86526,1,0.54054
"rzymsko-katolickie",2,3.86526,1,0.54054
"lokacyjny",2,3.86526,1,0.54054
"regionalistyczny",2,3.86526,2,1.08108
"referatowy",2,3.86526,1,0.54054
"lakowy",2,3.86526,1,0.54054
"landscape",2,3.86526,1,0.54054
"autobiograficzny",2,3.86526,2,1.08108
"lotniczy",2,3.86526,2,1.08108
"rekolekcyjny",2,3.86526,1,0.54054
"rękopiśmienniczy",2,3.86526,2,1.08108
"lubawski",2,3.86526,1,0.54054
"ldâdqld",2,3.86526,1,0.54054
"archikatedralny",2,3.86526,1,0.54054
"lekki",2,3.86526,2,1.08108
"lubuski",2,3.86526,2,1.08108
"rewolucyjny",2,3.86526,1,0.54054
"rgdwnrzhxzdjl",2,3.86526,1,0.54054
"semestralny",2,3.86526,2,1.08108
"semantyczny",2,3.86526,2,1.08108
"epizodyczny",2,3.86526,2,1.08108
"shore",2,3.86526,1,0.54054
"rozliczeniowy",2,3.86526,1,0.54054
"rowerowy",2,3.86526,2,1.08108
"siostrzany",2,3.86526,2,1.08108
"etapy",2,3.86526,1,0.54054
"ekspozycyjny",2,3.86526,1,0.54054
"austriacki",2,3.86526,2,1.08108
"pruski",2,3.86526,2,1.08108
"skupiony",2,3.86526,2,1.08108
"malowniczy",2,3.86526,2,1.08108
"chciałbym",2,3.86526,2,1.08108
"mamczak-gadkowska",2,3.86526,2,1.08108
"smutny",2,3.86526,2,1.08108
"etnologiczny",2,3.86526,1,0.54054
"literalny",2,3.86526,2,1.08108
"rygorystyczny",2,3.86526,2,1.08108
"rynkowy",2,3.86526,1,0.54054
"ryzykowny",2,3.86526,2,1.08108
"lit.",2,3.86526,1,0.54054
"litewski",2,3.86526,2,1.08108
"specjalistki",2,3.86526,1,0.54054
"rzeźwiecki",2,3.86526,1,0.54054
"martwy",2,3.86526,2,1.08108
"maszynowy",2,3.86526,2,1.08108
"równoległy",2,3.86526,2,1.08108
"równy",2,3.86526,2,1.08108
"różowy",2,3.86526,1,0.54054
"lubomelski",2,3.86526,1,0.54054
"ludoznawczy",2,3.86526,2,1.08108
"lutomierski",2,3.86526,1,0.54054
"sejneński",2,3.86526,2,1.08108
"społeczno-religijne",2,3.86526,1,0.54054
"lądowy",2,3.86526,2,1.08108
"facebook-owym",2,3.86526,1,0.54054
"seminaryjny",2,3.86526,2,1.08108
"magiczny",2,3.86526,2,1.08108
"sprawiedliwy",2,3.86526,1,0.54054
"sejmikowy",2,3.86526,1,0.54054
"chciałabym",2,3.86526,1,0.54054
"spuścizny",2,3.86526,1,0.54054
"miarodajny",2,3.86526,1,0.54054
"siódmy",2,3.86526,2,1.08108
"malowany",2,3.86526,2,1.08108
"składany",2,3.86526,1,0.54054
"skłonny",2,3.86526,2,1.08108
"sobczak-waliś",2,3.86526,1,0.54054
"socjalny",2,3.86526,2,1.08108
"mariacki",2,3.86526,1,0.54054
"chcący",2,3.86526,2,1.08108
"eucharystyczny",2,3.86526,1,0.54054
"marszałkowski",2,3.86526,1,0.54054
"migracyjny",2,3.86526,2,1.08108
"spokojny",2,3.86526,2,1.08108
"stratny",2,3.86526,2,1.08108
"strukturalny",2,3.86526,2,1.08108
"maturalny",2,3.86526,2,1.08108
"autorskoprawne",2,3.86526,1,0.54054
"ewangelizacyjny",2,3.86526,2,1.08108
"choinkowy",2,3.86526,1,0.54054
"chojeckiego",2,3.86526,1,0.54054
"społeczno-kulturowego",2,3.86526,1,0.54054
"społeczno-polityczne",2,3.86526,2,1.08108
"autorskoprawnego",2,3.86526,1,0.54054
"społeczno-politycznego",2,3.86526,1,0.54054
"finansowo-koordynacyjnym",2,3.86526,1,0.54054
"excellence",2,3.86526,1,0.54054
"społecznych4",2,3.86526,2,1.08108
"metaforyczny",2,3.86526,1,0.54054
"solidny",2,3.86526,2,1.08108
"szanowny",2,3.86526,2,1.08108
"spożywczy",2,3.86526,2,1.08108
"sprawozdawczy",2,3.86526,1,0.54054
"szczytny",2,3.86526,2,1.08108
"stanowczy",2,3.86526,2,1.08108
"mnogi",2,3.86526,2,1.08108
"stanowy",2,3.86526,1,0.54054
"sztywny",2,3.86526,2,1.08108
"szwedzki",2,3.86526,1,0.54054
"azjatycki",2,3.86526,1,0.54054
"mogłabym",2,3.86526,2,1.08108
"fordońskie",2,3.86526,1,0.54054
"prozaiczny",2,3.86526,2,1.08108
"stopniowy",2,3.86526,2,1.08108
"mieszczański",2,3.86526,1,0.54054
"strategiczny",2,3.86526,2,1.08108
"mikołajczykówną",2,3.86526,1,0.54054
"feudalny",2,3.86526,1,0.54054
"taneczny",2,3.86526,2,1.08108
"stuletni",2,3.86526,2,1.08108
"militarny",2,3.86526,2,1.08108
"milowy",2,3.86526,2,1.08108
"tatarski",2,3.86526,1,0.54054
"multietniczne",2,3.86526,1,0.54054
"styczniowy",2,3.86526,2,1.08108
"teczki",2,3.86526,1,0.54054
"ambitny",2,3.86526,2,1.08108
"myślowy",2,3.86526,2,1.08108
"fumigacyjny",2,3.86526,2,1.08108
"terapeutyczny",2,3.86526,1,0.54054
"sytuacyjny",2,3.86526,1,0.54054
"misyjny",2,3.86526,1,0.54054
"fleksyjny",2,3.86526,1,0.54054
"foliowy",2,3.86526,2,1.08108
"nadwiślański",2,3.86526,2,1.08108
"trzeźwościowy",2,3.86526,1,0.54054
"szym",2,3.86526,1,0.54054
"szósty",2,3.86526,2,1.08108
"fonograficzny",2,3.86526,2,1.08108
"słowny",2,3.86526,1,0.54054
"służbowy",2,3.86526,2,1.08108
"moralny",2,3.86526,2,1.08108
"cienki",2,3.86526,2,1.08108
"tuszowy",2,3.86526,1,0.54054
"strumiłły",2,3.86526,2,1.08108
"narosły",2,3.86526,1,0.54054
"tarnopolski",2,3.86526,2,1.08108
"fragmentaryczny",2,3.86526,2,1.08108
"gigantyczny",2,3.86526,2,1.08108
"naukowo-dydaktyczne",2,3.86526,1,0.54054
"naukowo-wydawnicza",2,3.86526,1,0.54054
"totalitarny",2,3.86526,2,1.08108
"tragiczny",2,3.86526,2,1.08108
"nadbałtycki",2,3.86526,2,1.08108
"tki",2,3.86526,1,0.54054
"młodzieżowy",2,3.86526,2,1.08108
"gatunkowy",2,3.86526,2,1.08108
"gorący",2,3.86526,2,1.08108
"nadzorczy",2,3.86526,1,0.54054
"trzycyfrowy",2,3.86526,1,0.54054
"nadzwyczajny",2,3.86526,2,1.08108
"uszny",2,3.86526,1,0.54054
"gejowski",2,3.86526,1,0.54054
"trzydziestoletni",2,3.86526,2,1.08108
"nieakademicki",2,3.86526,1,0.54054
"gen.",2,3.86526,1,0.54054
"uznany",2,3.86526,2,1.08108
"naiwny",2,3.86526,1,0.54054
"ułożony",2,3.86526,2,1.08108
"trójczłonowy",2,3.86526,1,0.54054
"goły",2,3.86526,1,0.54054
"napędowy",2,3.86526,2,1.08108
"walczący",2,3.86526,2,1.08108
"niecodzienny",2,3.86526,2,1.08108
"trofiejne",2,3.86526,1,0.54054
"niedoskonały",2,3.86526,2,1.08108
"niedostateczny",2,3.86526,1,0.54054
"uciążliwy",2,3.86526,2,1.08108
"germanizacyjny",2,3.86526,1,0.54054
"ukrainoznawczymi",2,3.86526,1,0.54054
"ujemny",2,3.86526,1,0.54054
"gimnazjalny",2,3.86526,1,0.54054
"ul.",2,3.86526,2,1.08108
"czajecka",2,3.86526,1,0.54054
"nauczycielski",2,3.86526,2,1.08108
"cudzy",2,3.86526,2,1.08108
"nieheteronormatywnym",2,3.86526,1,0.54054
"niehistoryczny",2,3.86526,1,0.54054
"czarno-biała",2,3.86526,2,1.08108
"wiklinowy",2,3.86526,1,0.54054
"udany",2,3.86526,1,0.54054
"urzędniczy",2,3.86526,2,1.08108
"gumowy",2,3.86526,2,1.08108
"bałtycki",2,3.86526,1,0.54054
"wnętrzny",2,3.86526,1,0.54054
"czarno-biały",2,3.86526,2,1.08108
"gwarowy",2,3.86526,2,1.08108
"utylitarny",2,3.86526,2,1.08108
"wokol_krosna",2,3.86526,1,0.54054
"górnośląsko-zagłębiowskej",2,3.86526,2,1.08108
"niecały",2,3.86526,2,1.08108
"nienasycony",2,3.86526,1,0.54054
"waleczny",2,3.86526,2,1.08108
"gęsty",2,3.86526,2,1.08108
"nieczynny",2,3.86526,2,1.08108
"wszelaki",2,3.86526,2,1.08108
"usługowy",2,3.86526,2,1.08108
"ważki",2,3.86526,2,1.08108
"wczorajszy",2,3.86526,1,0.54054
"ang.",2,3.86526,1,0.54054
"wydajnościowy",2,3.86526,2,1.08108
"niegdysiejszy",2,3.86526,2,1.08108
"wyjściowy",2,3.86526,2,1.08108
"wiekowy",2,3.86526,2,1.08108
"harcerski",2,3.86526,2,1.08108
"niepisany",2,3.86526,2,1.08108
"nieheteronormatywnej",2,3.86526,1,0.54054
"wyrazisty",2,3.86526,2,1.08108
"wielojęzyczny",2,3.86526,2,1.08108
"niepodważalny",2,3.86526,1,0.54054
"wieloraki",2,3.86526,1,0.54054
"akcesyjny",2,3.86526,1,0.54054
"archiwalnego7",2,3.86526,1,0.54054
"nieinteresujący",2,3.86526,2,1.08108
"wierny",2,3.86526,2,1.08108
"bezgraniczny",2,3.86526,2,1.08108
"nieprowadzący",2,3.86526,1,0.54054
"wioślarski",2,3.86526,2,1.08108
"więzienny",2,3.86526,1,0.54054
"czarno-białych",2,3.86526,1,0.54054
"xv-xviii",2,3.86526,2,1.08108
"xvi-xviii",2,3.86526,1,0.54054
"wrześniowy",2,3.86526,2,1.08108
"górnośląsko-zagłębiowskiej",2,3.86526,2,1.08108
"niemieckojęzyczny",2,3.86526,1,0.54054
"nieneutralny",2,3.86526,1,0.54054
"nieskończony",2,3.86526,2,1.08108
"wspólnototwórczym",2,3.86526,1,0.54054
"zabawny",2,3.86526,2,1.08108
"mikrofilmowa-nego",2,3.86526,1,0.54054
"gesta",2,3.86526,1,0.54054
"nieodzowny",2,3.86526,2,1.08108
"zagórzański",2,3.86526,2,1.08108
"wyburzone",2,3.86526,1,0.54054
"wychodźczy",2,3.86526,1,0.54054
"niepewny",2,3.86526,1,0.54054
"wykorzystane",2,3.86526,2,1.08108
"nieuchwytny",2,3.86526,2,1.08108
"hasłowy",2,3.86526,1,0.54054
"zasiedziały",2,3.86526,1,0.54054
"niepiśmienny",2,3.86526,2,1.08108
"wyrosły",2,3.86526,2,1.08108
"nieurzędowy",2,3.86526,2,1.08108
"archiwalno-dokumentacyjnego",2,3.86526,1,0.54054
"zbadane",2,3.86526,1,0.54054
"bezdebitowy",2,3.86526,2,1.08108
"czternasty",2,3.86526,2,1.08108
"wędrowny",2,3.86526,2,1.08108
"węzłowy",2,3.86526,2,1.08108
"władczy",2,3.86526,2,1.08108
"xix-wieczne",2,3.86526,1,0.54054
"bezinteresowny",2,3.86526,2,1.08108
"nierozerwalny",2,3.86526,2,1.08108
"zintegrowany",2,3.86526,2,1.08108
"niezgodny",2,3.86526,2,1.08108
"hĕvwzlh",2,3.86526,1,0.54054
"zmęczony",2,3.86526,2,1.08108
"archiwalno-dokumentacyjnej",2,3.86526,2,1.08108
"xxiii",2,3.86526,1,0.54054
"czyj",2,3.86526,2,1.08108
"zaangażowany",2,3.86526,1,0.54054
"historyczno-archiwalne",2,3.86526,2,1.08108
"niezwiązany",2,3.86526,2,1.08108
"zadowolony",2,3.86526,2,1.08108
"zwierzchni",2,3.86526,2,1.08108
"zwrotny",2,3.86526,2,1.08108
"nikły",2,3.86526,2,1.08108
"niestosowny",2,3.86526,2,1.08108
"zajmujący",2,3.86526,2,1.08108
"złośliwy",2,3.86526,1,0.54054
"ćwnl",2,3.86526,1,0.54054
"niesłabnący",2,3.86526,2,1.08108
"zamieszkały",2,3.86526,2,1.08108
"zantropologizowanej",2,3.86526,2,1.08108
"zapisany",2,3.86526,2,1.08108
"nieudany",2,3.86526,2,1.08108
"archiwalno-źródłoznawcze",2,3.86526,1,0.54054
"historyczno-źródłoznawcze",2,3.86526,1,0.54054
"zaprzyjaźniony",2,3.86526,2,1.08108
"łąkowy",2,3.86526,1,0.54054
"nieustający",2,3.86526,2,1.08108
"bezpowrotny",2,3.86526,2,1.08108
"nowomiejski",2,3.86526,1,0.54054
"zastępczy",2,3.86526,2,1.08108
"czytelniczy",2,3.86526,2,1.08108
"imienny",2,3.86526,2,1.08108
"środkowy",2,3.86526,2,1.08108
"światopoglądowy",2,3.86526,2,1.08108
"zakrojony",2,3.86526,2,1.08108
"niewiarygodny",2,3.86526,2,1.08108
"świerkowy",2,3.86526,1,0.54054
"światłoczuły",2,3.86526,1,0.54054
"akcyjny",2,3.86526,1,0.54054
"niewyczerpywalny",2,3.86526,2,1.08108
"nym",2,3.86526,1,0.54054
"dedukcyjny",2,3.86526,1,0.54054
"zdawczo-odbiorcze",2,3.86526,1,0.54054
"zdawczo-odbiorczego",2,3.86526,1,0.54054
"decyzyjny",2,3.86526,2,1.08108
"zdrojowy",2,3.86526,1,0.54054
"zeszłoroczny",2,3.86526,2,1.08108
"hqldzgrvwċslh",2,3.86526,1,0.54054
"obraźliwy",2,3.86526,2,1.08108
"huczny",2,3.86526,2,1.08108
"obustronny",2,3.86526,2,1.08108
"zimny",2,3.86526,2,1.08108
"archiwalno-historycznego",2,3.86526,1,0.54054
"innowacyjny",2,3.86526,2,1.08108
"odbiorczy",2,3.86526,2,1.08108
"zmudziński",2,3.86526,2,1.08108
"inspiracyjny",2,3.86526,1,0.54054
"deszczowy",2,3.86526,1,0.54054
"niezmienny",2,3.86526,2,1.08108
"znajomy",2,3.86526,2,1.08108
"oderwany",2,3.86526,1,0.54054
"instrumentalny",2,3.86526,1,0.54054
"znikomy",2,3.86526,2,1.08108
"i.",2,3.86526,2,1.08108
"odkrywkowy",2,3.86526,1,0.54054
"diakrytyczny",2,3.86526,1,0.54054
"niezrozumiały",2,3.86526,1,0.54054
"iberyjski",2,3.86526,1,0.54054
"niezdolny",2,3.86526,1,0.54054
"zrównoważony",2,3.86526,2,1.08108
"odpowiedny",2,3.86526,2,1.08108
"diamentowy",2,3.86526,1,0.54054
"interakcyjny",2,3.86526,1,0.54054
"antropologiczny",2,3.86526,2,1.08108
"bezmyślny",2,3.86526,1,0.54054
"ogniowy",2,3.86526,1,0.54054
"ârğý",2,3.86526,1,0.54054
"ogólnokrajowy",2,3.86526,2,1.08108
"ogólnoświatowy",2,3.86526,2,1.08108
"łakomy",2,3.86526,2,1.08108
"ojcowski",2,3.86526,1,0.54054
"bezwarunkowy",2,3.86526,2,1.08108
"łowicki",2,3.86526,1,0.54054
"doborowy",2,3.86526,1,0.54054
"on",2,3.86526,2,1.08108
"inwentaryzacyjny",2,3.86526,1,0.54054
"ilustracyjny",2,3.86526,2,1.08108
"opasły",2,3.86526,2,1.08108
"oparty",2,3.86526,1,0.54054
"bezwzględny",2,3.86526,2,1.08108
"opowiadacze",2,3.86526,2,1.08108
"numeryczny",2,3.86526,2,1.08108
"opolski",2,3.86526,2,1.08108
"antydyskryminacyjne",2,3.86526,2,1.08108
"documentation",2,3.86526,1,0.54054
"obecny_i_perspektywy",2,3.86526,1,0.54054
"organiczny",2,3.86526,2,1.08108
"izraelski",2,3.86526,1,0.54054
"żelazny",2,3.86526,2,1.08108
"żółtawy",2,3.86526,2,1.08108
"orowe",2,3.86526,1,0.54054
"doi",2,3.86526,1,0.54054
"альманах",2,3.86526,1,0.54054
"osób8",1,1.93263,1,0.54054
"ow",1,1.93263,1,0.54054
