"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","###M475432996817978613###"
Item,Frequency,DOCF,Relative DOCF
"zbliżać",2,1,16.66667
"narracja",2,2,33.33333
"wartość",2,2,33.33333
"czapigo",2,1,16.66667
"informator",2,1,16.66667
"patronat",2,2,33.33333
"przybliżać",2,2,33.33333
"przyznać",2,1,16.66667
"pt.",2,1,16.66667
"wzgląd",2,1,16.66667
"edukować",2,2,33.33333
"badać",2,1,16.66667
"chęć",2,1,16.66667
"link",2,1,16.66667
"moment",2,2,33.33333
"może",2,1,16.66667
"wzmacniać",2,1,16.66667
"dawny",2,2,33.33333
"zagórzański",2,2,33.33333
"zagraniczny",2,1,16.66667
"finlandia",2,1,16.66667
"dofinansować",2,2,33.33333
"dolny",2,1,16.66667
"podkreślać",2,2,33.33333
"adiunkt",2,1,16.66667
"połączenie",2,2,33.33333
"kilka",2,1,16.66667
"promować",2,2,33.33333
"przykładowo",2,2,33.33333
"szebnie",2,1,16.66667
"motyw",2,1,16.66667
"niemniej",2,1,16.66667
"nieco",2,2,33.33333
"wydarzenia",2,1,16.66667
"śpiewać",2,2,33.33333
"archiwalia",2,2,33.33333
"herstorii",2,1,16.66667
"różowy",2,2,33.33333
"heritage",2,1,16.66667
"siła",2,2,33.33333
"grantowy",2,1,16.66667
"odpowiedź",2,2,33.33333
"odpowiadać",2,1,16.66667
"bezpłatny",2,2,33.33333
"udostępniać",2,2,33.33333
"genealogiczny",2,1,16.66667
"utrwalać",2,2,33.33333
"wielokulturowy",2,1,16.66667
"grażyna",2,2,33.33333
"aktywizm",2,1,16.66667
"służyć",2,1,16.66667
"p.o.",2,1,16.66667
"zaprezentować",2,2,33.33333
"artystycznie",2,1,16.66667
"zaciekawienie",2,2,33.33333
"performatywność",2,1,16.66667
"pełny",2,1,16.66667
"podejście",2,1,16.66667
"dotrzeć",2,1,16.66667
"as",2,1,16.66667
"dostępny",2,2,33.33333
"pomocnik",2,1,16.66667
"katedra",2,1,16.66667
"potem",2,1,16.66667
"poziom",2,1,16.66667
"kierunek",2,2,33.33333
"przeprowadzać",2,2,33.33333
"przekazać",2,2,33.33333
"przestać",2,1,16.66667
"przychodzić",2,2,33.33333
"zwyczaj",2,1,16.66667
"posiadać",2,1,16.66667
"kolejność",2,1,16.66667
"komitet",2,1,16.66667
"dominik",2,1,16.66667
"chociażby",2,1,16.66667
"choć",2,2,33.33333
"siedziba",2,2,33.33333
"lipnik",2,1,16.66667
"album",2,2,33.33333
"etniczny",2,1,16.66667
"los",2,2,33.33333
"edward",2,1,16.66667
"edycja",2,2,33.33333
"ludowość",2,1,16.66667
"gdańsk",2,1,16.66667
"uczestnik",2,2,33.33333
"towarzystwo",2,1,16.66667
"trwać",2,1,16.66667
"używać",2,1,16.66667
"wniosek",2,1,16.66667
"okazywać",2,1,16.66667
"opublikować",2,1,16.66667
"plan",2,2,33.33333
"miara",2,2,33.33333
"powiat",2,2,33.33333
"kowal",2,1,16.66667
"rozmawiać",2,2,33.33333
"gdy",2,1,16.66667
"wprowadzić",2,2,33.33333
"najstarszy",2,2,33.33333
"członek",2,2,33.33333
"luty",2,1,16.66667
"spódnica",2,1,16.66667
"stanowisko",2,2,33.33333
"udostępnić",2,1,16.66667
"możliwość",2,2,33.33333
"czekać",2,2,33.33333
"natomiast",2,2,33.33333
"stały",2,2,33.33333
"decyzja",2,2,33.33333
"szczyrzyckich",2,2,33.33333
"dojść",2,1,16.66667
"jarosław",2,1,16.66667
"wybrany",2,1,16.66667
"sukces",2,1,16.66667
"wystawa",2,2,33.33333
"tancerz",2,1,16.66667
"obowiązywać",2,2,33.33333
"prasa",2,2,33.33333
"zmiana",2,2,33.33333
"złożoność",2,1,16.66667
"łączniczka",2,1,16.66667
"aktywizować",2,2,33.33333
"centralny",2,1,16.66667
"wiązanka",2,1,16.66667
"tancerka",2,1,16.66667
"swiat",2,1,16.66667
"ówczesny",2,2,33.33333
"utożsamiać",2,1,16.66667
"członkini",2,1,16.66667
"parafialny",2,1,16.66667
"popularyzować",2,2,33.33333
"intangible",2,1,16.66667
"jeździć",2,1,16.66667
"klasyczny",2,1,16.66667
"kart",2,1,16.66667
"dodatkowo",2,2,33.33333
"dotąd",2,1,16.66667
"efekt",2,2,33.33333
"merytoryczny",2,2,33.33333
"niezwykły",2,1,16.66667
"mocny",2,2,33.33333
"wolontariuszka",2,1,16.66667
"metoda",2,1,16.66667
"wolontaryjnie",2,1,16.66667
"miejski",2,2,33.33333
"tenże",2,2,33.33333
"współczesność",1,1,16.66667
"złożony",1,1,16.66667
"ogniskować",1,1,16.66667
"wnętrze",1,1,16.66667
"polówka",1,1,16.66667
"rzemieślniczy",1,1,16.66667
"eksportowy",1,1,16.66667
"barman",1,1,16.66667
"ręczny",1,1,16.66667
"gala",1,1,16.66667
"generał",1,1,16.66667
"muzyk",1,1,16.66667
"weryfikować",1,1,16.66667
"myszyniec",1,1,16.66667
"niedawny",1,1,16.66667
"bieżący",1,1,16.66667
"biuro",1,1,16.66667
"terenowy",1,1,16.66667
"zapisany",1,1,16.66667
"zdradzać",1,1,16.66667
"słyszeć",1,1,16.66667
"zalążek",1,1,16.66667
"akcent",1,1,16.66667
"złożyć",1,1,16.66667
"współtworzyć",1,1,16.66667
"opiniować",1,1,16.66667
"wydać",1,1,16.66667
"zmotywować",1,1,16.66667
"mowa",1,1,16.66667
"mołodyczu",1,1,16.66667
"napędzać",1,1,16.66667
"wybaczyć",1,1,16.66667
"medium",1,1,16.66667
"zająć",1,1,16.66667
"wyzwanie",1,1,16.66667
"wojenny",1,1,16.66667
"obwód",1,1,16.66667
"zagrożenie",1,1,16.66667
"obrzędowość",1,1,16.66667
"angielski",1,1,16.66667
"papierowy",1,1,16.66667
"inżynier",1,1,16.66667
"odpowiedzieć",1,1,16.66667
"partycypacja",1,1,16.66667
"jednakże",1,1,16.66667
"polityczny",1,1,16.66667
"ponadto",1,1,16.66667
"postulować",1,1,16.66667
"kartkowy",1,1,16.66667
"zaszczyt",1,1,16.66667
"prezeska",1,1,16.66667
"preludium",1,1,16.66667
"południowo-wschodnią",1,1,16.66667
"przetarg",1,1,16.66667
"przyczyniać",1,1,16.66667
"kompleksowy",1,1,16.66667
"dziękować",1,1,16.66667
"redaktorka",1,1,16.66667
"realizowałyśmy",1,1,16.66667
"reprezentować",1,1,16.66667
"rozszerzać",1,1,16.66667
"wyjaśniać",1,1,16.66667
"rozpowszechniać",1,1,16.66667
"samodzielny",1,1,16.66667
"archifestu",1,1,16.66667
"żyd",1,1,16.66667
"otrzymaliśmy",1,1,16.66667
"spadkobierca",1,1,16.66667
"reportaż",1,1,16.66667
"sokół",1,1,16.66667
"europejski",1,1,16.66667
"skala",1,1,16.66667
"instruktor",1,1,16.66667
"traktować",1,1,16.66667
"mniejszościowy",1,1,16.66667
"dowiadywać",1,1,16.66667
"ujawnić",1,1,16.66667
"strażnik",1,1,16.66667
"mołodycz",1,1,16.66667
"studies",1,1,16.66667
"odgrywać",1,1,16.66667
"oba",1,1,16.66667
"dotykać",1,1,16.66667
"cas.org.pl",1,1,16.66667
"dystans",1,1,16.66667
"koordynator",1,1,16.66667
"półka",1,1,16.66667
"szczegół",1,1,16.66667
"bezpośredni",1,1,16.66667
"traumatyczny",1,1,16.66667
"widzenie",1,1,16.66667
"rzeka",1,1,16.66667
"kół",1,1,16.66667
"seifert",1,1,16.66667
"rozpoczęliśmy",1,1,16.66667
"zdigitalizować",1,1,16.66667
"ngo",1,1,16.66667
"wersja",1,1,16.66667
"następstwo",1,1,16.66667
"wybory",1,1,16.66667
"szkolenie",1,1,16.66667
"współautorstwo",1,1,16.66667
"wysłuchać",1,1,16.66667
"władysław",1,1,16.66667
"targ",1,1,16.66667
"bo",1,1,16.66667
"odbiór",1,1,16.66667
"ogłosić",1,1,16.66667
"de",1,1,16.66667
"darmowy",1,1,16.66667
"tatar",1,1,16.66667
"obciążyć",1,1,16.66667
"degradacja",1,1,16.66667
"mikro",1,1,16.66667
"ogólnie",1,1,16.66667
"zasadniczo",1,1,16.66667
"sportowiec",1,1,16.66667
"cytować",1,1,16.66667
"uruchomić",1,1,16.66667
"uczulać",1,1,16.66667
"zobaczyć",1,1,16.66667
"beneficjent",1,1,16.66667
"urząd",1,1,16.66667
"granica",1,1,16.66667
"wicedyrektorka",1,1,16.66667
"wycinkowy",1,1,16.66667
"dachowy",1,1,16.66667
"nieznane",1,1,16.66667
"lubelski",1,1,16.66667
"wczoraj",1,1,16.66667
"zawierać",1,1,16.66667
"migowy",1,1,16.66667
"depozytariuszy-dziedziców",1,1,16.66667
"łącznie",1,1,16.66667
"wspólnotowo",1,1,16.66667
"czytać",1,1,16.66667
"grzegorz",1,1,16.66667
"dbać",1,1,16.66667
"zorganizowaliśmy",1,1,16.66667
"zagrobelny",1,1,16.66667
"wystarczyć",1,1,16.66667
"łętowskich",1,1,16.66667
"dosłownie",1,1,16.66667
"północ",1,1,16.66667
"rozbójnik",1,1,16.66667
"realny",1,1,16.66667
"kwestionariusz",1,1,16.66667
"sektor",1,1,16.66667
"skarb",1,1,16.66667
"wydawać",1,1,16.66667
"odniesienie",1,1,16.66667
"mimo",1,1,16.66667
"transkrypcja",1,1,16.66667
"generalizować",1,1,16.66667
"widzieć",1,1,16.66667
"wiadomo",1,1,16.66667
"współpracowaliśmy",1,1,16.66667
"nieopodal",1,1,16.66667
"wypełniać",1,1,16.66667
"wytwórczy",1,1,16.66667
"teatralny",1,1,16.66667
"zarysować",1,1,16.66667
"oddział",1,1,16.66667
"huloj",1,1,16.66667
"zauważać",1,1,16.66667
"huta",1,1,16.66667
"artefakt",1,1,16.66667
"ojczysty",1,1,16.66667
"brama",1,1,16.66667
"pamiątkowy",1,1,16.66667
"docierać",1,1,16.66667
"pedagogiczną",1,1,16.66667
"pedagogiczny",1,1,16.66667
"piechowicz",1,1,16.66667
"październik",1,1,16.66667
"janczewska-pszczoła",1,1,16.66667
"jasło",1,1,16.66667
"plik",1,1,16.66667
"poezja",1,1,16.66667
"dolina",1,1,16.66667
"podobać",1,1,16.66667
"dotacyjny",1,1,16.66667
"pokrycie",1,1,16.66667
"atrakcja",1,1,16.66667
"poparcie",1,1,16.66667
"ponadlokalny",1,1,16.66667
"kapała",1,1,16.66667
"kasia",1,1,16.66667
"postawić",1,1,16.66667
"powracać",1,1,16.66667
"autentyczność",1,1,16.66667
"pośredni",1,1,16.66667
"profesjonalny",1,1,16.66667
"prawdziwie",1,1,16.66667
"proza",1,1,16.66667
"propaganda",1,1,16.66667
"przekonywać",1,1,16.66667
"przekonany",1,1,16.66667
"dyskurs",1,1,16.66667
"orzeł",1,1,16.66667
"napisaliśmy",1,1,16.66667
"ursynów",1,1,16.66667
"dialektologiczny",1,1,16.66667
"przybrać",1,1,16.66667
"dział",1,1,16.66667
"konkurs",1,1,16.66667
"przyszłość",1,1,16.66667
"przynosić",1,1,16.66667
"kontynuowaliśmy",1,1,16.66667
"publikowaliśmy",1,1,16.66667
"adriana",1,1,16.66667
"krok",1,1,16.66667
"rejestracja",1,1,16.66667
"efemeryczność",1,1,16.66667
"badawczo-animacyjnego",1,1,16.66667
"budżet",1,1,16.66667
"dynamicznie",1,1,16.66667
"rekonstruować",1,1,16.66667
"rozdział",1,1,16.66667
"romek",1,1,16.66667
"kuligowski",1,1,16.66667
"kłaść",1,1,16.66667
"różnorodność",1,1,16.66667
"rąbek",1,1,16.66667
"seminarium",1,1,16.66667
"chyba",1,1,16.66667
"siedem",1,1,16.66667
"liczba",1,1,16.66667
"skąd",1,1,16.66667
"specjalistka",1,1,16.66667
"spis",1,1,16.66667
"selinem",1,1,16.66667
"spoiwo",1,1,16.66667
"sportowy",1,1,16.66667
"społecznica",1,1,16.66667
"skończyć",1,1,16.66667
"kulturową",1,1,16.66667
"archifeście",1,1,16.66667
"arena",1,1,16.66667
"funkcjonowanie",1,1,16.66667
"czaji",1,1,16.66667
"fundusz",1,1,16.66667
"ukraiński",1,1,16.66667
"stworzyliśmy",1,1,16.66667
"filantropia",1,1,16.66667
"stąd",1,1,16.66667
"wydarzyć",1,1,16.66667
"dbałość",1,1,16.66667
"tajemnica",1,1,16.66667
"nowosądecki",1,1,16.66667
"halina",1,1,16.66667
"swoje",1,1,16.66667
"zdewastować",1,1,16.66667
"symbolika",1,1,16.66667
"zwrócić",1,1,16.66667
"ogniwo",1,1,16.66667
"dobro",1,1,16.66667
"szansa",1,1,16.66667
"gaczoł",1,1,16.66667
"szlachetka",1,1,16.66667
"następ",1,1,16.66667
"menedżer",1,1,16.66667
"grecki",1,1,16.66667
"weterynarz",1,1,16.66667
"nierozerwalny",1,1,16.66667
"nazywać",1,1,16.66667
"wzajemny",1,1,16.66667
"myślić",1,1,16.66667
"zapał",1,1,16.66667
"zakład",1,1,16.66667
"homo",1,1,16.66667
"ograniczony",1,1,16.66667
"łysina",1,1,16.66667
"wytwarzać",1,1,16.66667
"artysta",1,1,16.66667
"aneta",1,1,16.66667
"pan",1,1,16.66667
"wskazywać",1,1,16.66667
"international",1,1,16.66667
"patrymonializacja",1,1,16.66667
"pfeiffera",1,1,16.66667
"szczuczyn",1,1,16.66667
"motywować",1,1,16.66667
"ukazać",1,1,16.66667
"pochwalić",1,1,16.66667
"pluton",1,1,16.66667
"dostaliśmy",1,1,16.66667
"podobny",1,1,16.66667
"pojedynczy",1,1,16.66667
"inauguracja",1,1,16.66667
"pominęłam",1,1,16.66667
"dowód",1,1,16.66667
"kaliszanin",1,1,16.66667
"polsko-amerykańskiej",1,1,16.66667
"droga",1,1,16.66667
"posuwać",1,1,16.66667
"pozbierać",1,1,16.66667
"antropolog",1,1,16.66667
"szlak",1,1,16.66667
"produkcja",1,1,16.66667
"kilkaset",1,1,16.66667
"napisać",1,1,16.66667
"tomik",1,1,16.66667
"multimedialny",1,1,16.66667
"ur.",1,1,16.66667
"szpularka",1,1,16.66667
"waldemar",1,1,16.66667
"przedstawić",1,1,16.66667
"położony",1,1,16.66667
"przewodni",1,1,16.66667
"prawda",1,1,16.66667
"koniec",1,1,16.66667
"przystąpić",1,1,16.66667
"anzelm",1,1,16.66667
"psocić",1,1,16.66667
"przeprowadziliśmy",1,1,16.66667
"absolwent",1,1,16.66667
"dzisiaj",1,1,16.66667
"refleksja",1,1,16.66667
"korzenie",1,1,16.66667
"relikt",1,1,16.66667
"repertuar",1,1,16.66667
"rozwinąć",1,1,16.66667
"ryncno",1,1,16.66667
"kuźnia",1,1,16.66667
"rzadko",1,1,16.66667
"samborzec",1,1,16.66667
"równoprawnie",1,1,16.66667
"chęcińska",1,1,16.66667
"rękodzielniczy",1,1,16.66667
"liderka",1,1,16.66667
"list",1,1,16.66667
"lokalność",1,1,16.66667
"litewski",1,1,16.66667
"lublinianin",1,1,16.66667
"kulturoznawczy",1,1,16.66667
"wieńczyć",1,1,16.66667
"wojskowy",1,1,16.66667
"wpisywać",1,1,16.66667
"słuchać",1,1,16.66667
"www.osa.archiwa.org",1,1,16.66667
"wyjątkowy",1,1,16.66667
"wykształcenie",1,1,16.66667
"michał",1,1,16.66667
"xvi",1,1,16.66667
"wyżej",1,1,16.66667
"zabezpieczyć",1,1,16.66667
"zachwycić",1,1,16.66667
"zaliczać",1,1,16.66667
"zapewne",1,1,16.66667
"zapotrzebowanie",1,1,16.66667
"odpowiedzialnie",1,1,16.66667
"zgodny",1,1,16.66667
"zdziwienie",1,1,16.66667
"okładka",1,1,16.66667
"zwz-ak",1,1,16.66667
"łuba",1,1,16.66667
"śledzić",1,1,16.66667
"transformacja",1,1,16.66667
"mediami",1,1,16.66667
"maria",1,1,16.66667
"strażak",1,1,16.66667
"czasopismo",1,1,16.66667
"wesele",1,1,16.66667
"wnuczka",1,1,16.66667
"mark",1,1,16.66667
"nieodzowny",1,1,16.66667
"organizatorka",1,1,16.66667
"święto",1,1,16.66667
"in.",1,1,16.66667
"żywiołowy",1,1,16.66667
"ocierać",1,1,16.66667
"opowiadanie",1,1,16.66667
"popkultura",1,1,16.66667
"popularnonaukowy",1,1,16.66667
"hafciarka",1,1,16.66667
"heritization",1,1,16.66667
"obiekt",1,1,16.66667
"zbrojny",1,1,16.66667
"zarejestrować",1,1,16.66667
"małgorzata",1,1,16.66667
"syn",1,1,16.66667
"formuła",1,1,16.66667
"mniejszość",1,1,16.66667
"twierdzić",1,1,16.66667
"uczyłam",1,1,16.66667
"monika",1,1,16.66667
"ulubiony",1,1,16.66667
"szkoła",1,1,16.66667
"użytek",1,1,16.66667
"nawiązać",1,1,16.66667
"wiesław",1,1,16.66667
"niech",1,1,16.66667
"ambicja",1,1,16.66667
"folk",1,1,16.66667
"współprowadzić",1,1,16.66667
"daleki",1,1,16.66667
"wreszcie",1,1,16.66667
"tajnik",1,1,16.66667
"wyznaczać",1,1,16.66667
"handlowy",1,1,16.66667
"wzór",1,1,16.66667
"zainaugurować",1,1,16.66667
"herstorie",1,1,16.66667
"obserwatorium",1,1,16.66667
"niewątpliwy",1,1,16.66667
"zawierucha",1,1,16.66667
"zakroić",1,1,16.66667
"odwrotnie",1,1,16.66667
"zdać",1,1,16.66667
"oko",1,1,16.66667
"około",1,1,16.66667
"opisać",1,1,16.66667
"ogromny",1,1,16.66667
"uczestnica",1,1,16.66667
"ujmować",1,1,16.66667
"współpracowałam",1,1,16.66667
"nikt",1,1,16.66667
"wyszukiwać",1,1,16.66667
"udzielać",1,1,16.66667
"ziemi",1,1,16.66667
"zofia",1,1,16.66667
"zespołowy",1,1,16.66667
"opowieści",1,1,16.66667
"samodzielnie",1,1,16.66667
"tuż",1,1,16.66667
"szczęście",1,1,16.66667
"genetyczny",1,1,16.66667
"goniec",1,1,16.66667
"naukowo-merytoryczny",1,1,16.66667
"czym",1,1,16.66667
"wszędzie",1,1,16.66667
"wyrazić",1,1,16.66667
"nazwaliśmy",1,1,16.66667
"zaledwie",1,1,16.66667
"zarządzać",1,1,16.66667
"hab.",1,1,16.66667
"zawody",1,1,16.66667
"zauważyć",1,1,16.66667
"zdanie",1,1,16.66667
"a.",1,1,16.66667
"oryginał",1,1,16.66667
"ursynowski",1,1,16.66667
"dodatkowy",1,1,16.66667
"pamiętnik",1,1,16.66667
"partner",1,1,16.66667
"pasmo",1,1,16.66667
"performatywny",1,1,16.66667
"jakubowski",1,1,16.66667
"association",1,1,16.66667
"jean",1,1,16.66667
"dorobek",1,1,16.66667
"jereda",1,1,16.66667
"dostrzegalny",1,1,16.66667
"atrakcyjny",1,1,16.66667
"kaftan",1,1,16.66667
"postanowić",1,1,16.66667
"byliśmy",1,1,16.66667
"anszelma",1,1,16.66667
"powolny",1,1,16.66667
"poszukać",1,1,16.66667
"połowa",1,1,16.66667
"zbuk",1,1,16.66667
"pozyskiwać",1,1,16.66667
"prelegent",1,1,16.66667
"propagatorka",1,1,16.66667
"przedstawiłam",1,1,16.66667
"dysonansowy",1,1,16.66667
"przepięknie",1,1,16.66667
"przybliżyć",1,1,16.66667
"konspiracyjny",1,1,16.66667
"przykładać",1,1,16.66667
"kontynuator",1,1,16.66667
"północny",1,1,16.66667
"płk.",1,1,16.66667
"krakowski",1,1,16.66667
"regionalista",1,1,16.66667
"remontowy",1,1,16.66667
"renowacja",1,1,16.66667
"edukacja",1,1,16.66667
"ekipa",1,1,16.66667
"eksperymentalny",1,1,16.66667
"rozmowach-rzekach",1,1,16.66667
"kwiatowy",1,1,16.66667
"rzeczniów",1,1,16.66667
"rzeczywiście",1,1,16.66667
"serdecznie",1,1,16.66667
"etnodoradcy",1,1,16.66667
"skrót",1,1,16.66667
"cieszkowska",1,1,16.66667
"chrzanowska",1,1,16.66667
"ewa",1,1,16.66667
"cieszyć",1,1,16.66667
"spełniać",1,1,16.66667
"cioff",1,1,16.66667
"ewoluować",1,1,16.66667
"spoza",1,1,16.66667
"spowodować",1,1,16.66667
"straża",1,1,16.66667
"między",1,1,16.66667
"uruchamiać",1,1,16.66667
"studiów",1,1,16.66667
"cztery",1,1,16.66667
"tysiąc",1,1,16.66667
"zabieg",1,1,16.66667
"obowiązkowy",1,1,16.66667
"oczywisty",1,1,16.66667
"odstereotypizowanie",1,1,16.66667
"finalnie",1,1,16.66667
"symulakrum",1,1,16.66667
"olbrzymi",1,1,16.66667
"trudny",1,1,16.66667
"trwale",1,1,16.66667
"szereg",1,1,16.66667
"moskal",1,1,16.66667
"układ",1,1,16.66667
"muzykant",1,1,16.66667
"myśleć",1,1,16.66667
"mentor",1,1,16.66667
"wells",1,1,16.66667
"naturalny",1,1,16.66667
"new",1,1,16.66667
"niedawna",1,1,16.66667
"wrażliwość",1,1,16.66667
"cząstka",1,1,16.66667
"niepokój",1,1,16.66667
"niezainteresowany",1,1,16.66667
"wyremontować",1,1,16.66667
"michałowska",1,1,16.66667
"data",1,1,16.66667
"wąski",1,1,16.66667
"definicja",1,1,16.66667
"zachowywać",1,1,16.66667
"zachęta",1,1,16.66667
"critical",1,1,16.66667
"cudze",1,1,16.66667
"wychodzić",1,1,16.66667
"czasem",1,1,16.66667
"następny",1,1,16.66667
"gdański",1,1,16.66667
"wiżajny",1,1,16.66667
"współarchiwistami",1,1,16.66667
"wypadek",1,1,16.66667
"debata",1,1,16.66667
"zamieszczaliśmy",1,1,16.66667
"zapaść",1,1,16.66667
"obcować",1,1,16.66667
"określony",1,1,16.66667
"zwolenniczka",1,1,16.66667
"tokarski",1,1,16.66667
"zafascynować",1,1,16.66667
"forum",1,1,16.66667
"zasadniczy",1,1,16.66667
"odchodzić",1,1,16.66667
"interpretacja",1,1,16.66667
"bogdanowska",1,1,16.66667
"oficjalny",1,1,16.66667
"ogól",1,1,16.66667
"znaczyć",1,1,16.66667
"pobantosić",1,1,16.66667
"opierać",1,1,16.66667
"podsumowywać",1,1,16.66667
"śmiałek",1,1,16.66667
"omawiać",1,1,16.66667
"pokolenie",1,1,16.66667
"odgórnie",1,1,16.66667
"kadra",1,1,16.66667
"popularność",1,1,16.66667
"ich",1,1,16.66667
"docenić",1,1,16.66667
"oś",1,1,16.66667
"inicjator",1,1,16.66667
"postanawiać",1,1,16.66667
"pamięcią",1,1,16.66667
"pankowska-dowgiało",1,1,16.66667
"instytucjonalny",1,1,16.66667
"pasjonat",1,1,16.66667
"patriota",1,1,16.66667
"interwencja",1,1,16.66667
"państwo",1,1,16.66667
"irena",1,1,16.66667
"piekło",1,1,16.66667
"istnąć",1,1,16.66667
"domena",1,1,16.66667
"piękny",1,1,16.66667
"obchodzić",1,1,16.66667
"dominować",1,1,16.66667
"pl.",1,1,16.66667
"plac",1,1,16.66667
"jakichś",1,1,16.66667
"planować",1,1,16.66667
"dziedzinowy",1,1,16.66667
"kooperować",1,1,16.66667
"kopia",1,1,16.66667
"jakkolwiek",1,1,16.66667
"aplikować",1,1,16.66667
"regionalistka",1,1,16.66667
"kuczek",1,1,16.66667
"rozbudzać",1,1,16.66667
"ekosystem",1,1,16.66667
"rozrastać",1,1,16.66667
"baobab",1,1,16.66667
"serial",1,1,16.66667
"januszewska",1,1,16.66667
"doradca",1,1,16.66667
"podkreślić",1,1,16.66667
"etnograficznie",1,1,16.66667
"ciekawić",1,1,16.66667
"doskonale",1,1,16.66667
"podstawowy",1,1,16.66667
"dostosowywać",1,1,16.66667
"pogodzić",1,1,16.66667
"pojąć",1,1,16.66667
"dotychczas",1,1,16.66667
"politologia",1,1,16.66667
"polsko-moskiewskimi",1,1,16.66667
"polsko-żydowski",1,1,16.66667
"pomimo",1,1,16.66667
"pomocny",1,1,16.66667
"pomysł",1,1,16.66667
"poprzestać",1,1,16.66667
"poseł",1,1,16.66667
"dr",1,1,16.66667
"karczma",1,1,16.66667
"kanon",1,1,16.66667
"byłam",1,1,16.66667
"potrzeb",1,1,16.66667
"powód",1,1,16.66667
"poznałam",1,1,16.66667
"pozostały",1,1,16.66667
"pożytek",1,1,16.66667
"kierownictwo",1,1,16.66667
"dusa",1,1,16.66667
"aktowy",1,1,16.66667
"pradziadek",1,1,16.66667
"praktyczny",1,1,16.66667
"prl",1,1,16.66667
"cahn",1,1,16.66667
"kliszczackich",1,1,16.66667
"know-how",1,1,16.66667
"kliszczak",1,1,16.66667
"przecież",1,1,16.66667
"przeciwnie",1,1,16.66667
"wysuwać",1,1,16.66667
"wzbudzać",1,1,16.66667
"sumpt",1,1,16.66667
"zadać",1,1,16.66667
"depozytariusz",1,1,16.66667
"helena",1,1,16.66667
"zwłaszcza",1,1,16.66667
"przejąć",1,1,16.66667
"milknąć",1,1,16.66667
"francja",1,1,16.66667
"tutejszy",1,1,16.66667
"tłumaczyć",1,1,16.66667
"galicyjski",1,1,16.66667
"melodia",1,1,16.66667
"ulotny",1,1,16.66667
"białostocki",1,1,16.66667
"video",1,1,16.66667
"nastać",1,1,16.66667
"tytuł",1,1,16.66667
"wieloletni",1,1,16.66667
"wojsko",1,1,16.66667
"wpływ",1,1,16.66667
"nazwać",1,1,16.66667
"wybudować",1,1,16.66667
"wykonawca",1,1,16.66667
"wymyślić",1,1,16.66667
"głównia",1,1,16.66667
"wzrastać",1,1,16.66667
"xix",1,1,16.66667
"wschodni",1,1,16.66667
"nn",1,1,16.66667
"miejscowa",1,1,16.66667
"zakrzowieckiej",1,1,16.66667
"odbijać",1,1,16.66667
"odkryć",1,1,16.66667
"zdawać",1,1,16.66667
"termin",1,1,16.66667
"teoria",1,1,16.66667
"argumentować",1,1,16.66667
"identyfikacja",1,1,16.66667
"ślad",1,1,16.66667
"łatwo",1,1,16.66667
"żywy",1,1,16.66667
"niemcy",1,1,16.66667
"doceniać",1,1,16.66667
"informatyk",1,1,16.66667
"pacyfikacja",1,1,16.66667
"dodawać",1,1,16.66667
"pandemia",1,1,16.66667
"pamiętać",1,1,16.66667
"parasolowy",1,1,16.66667
"parę",1,1,16.66667
"patrimonialization",1,1,16.66667
"interesujący",1,1,16.66667
"inwentaryzować",1,1,16.66667
"petryfikacja",1,1,16.66667
"iskra",1,1,16.66667
"istniałyby",1,1,16.66667
"pietraszek",1,1,16.66667
"izba",1,1,16.66667
"przeobrażać",1,1,16.66667
"komisja",1,1,16.66667
"janin",1,1,16.66667
"janowicki",1,1,16.66667
"podejmować",1,1,16.66667
"jarmarczny",1,1,16.66667
"jedenaście",1,1,16.66667
"jedno",1,1,16.66667
"podupadać",1,1,16.66667
"jeremy",1,1,16.66667
"pogłębiać",1,1,16.66667
"pojmować",1,1,16.66667
"polak",1,1,16.66667
"bujnowska",1,1,16.66667
"polończyk",1,1,16.66667
"józef",1,1,16.66667
"pomian",1,1,16.66667
"dostrzec",1,1,16.66667
"dowództwo",1,1,16.66667
"poprzestawać",1,1,16.66667
"doświadczyć",1,1,16.66667
"porządkować",1,1,16.66667
"audiowizualny",1,1,16.66667
"bywać",1,1,16.66667
"potrawa",1,1,16.66667
"dystrybucja",1,1,16.66667
"powstawanie",1,1,16.66667
"powstały",1,1,16.66667
"kaustinen",1,1,16.66667
"dubiczyńska",1,1,16.66667
"południowy",1,1,16.66667
"pożarny",1,1,16.66667
"kiedyś",1,1,16.66667
"powiatowy",1,1,16.66667
"automatycznie",1,1,16.66667
"prezentować",1,1,16.66667
"produkt",1,1,16.66667
"problem",1,1,16.66667
"klucz",1,1,16.66667
"prosty",1,1,16.66667
"przechodzień",1,1,16.66667
"prawdopodobnie",1,1,16.66667
"przedstawiać",1,1,16.66667
"dyplomowany",1,1,16.66667
"komenda",1,1,16.66667
"kolporterka",1,1,16.66667
"komplet",1,1,16.66667
"przestawać",1,1,16.66667
"kolekcja",1,1,16.66667
"przewodnik",1,1,16.66667
"kondycja",1,1,16.66667
"koncert",1,1,16.66667
"przeżytek",1,1,16.66667
"przeżyć",1,1,16.66667
